3.016194	4	0.000000
8.017370	4	0.000000
14.017820	4	1.000000
20.015570	4	3.000000
26.015150	4	0.000000
31.014430	4	1.000000
36.014070	4	2.000000
41.014180	4	1.000000
47.013700	4	3.000000
57.012800	4	0.000000
68.012070	4	999.000000
75.011650	4	0.000000
81.011200	4	0.000000
88.010880	4	1.000000
100.010000	4	0.000000
105.009700	4	3.000000
111.009200	4	0.000000
116.009300	4	3.000000
123.008600	4	3.000000
128.008500	4	3.000000
134.008700	4	0.000000
139.007600	4	3.000000
149.023500	4	2.000000
155.007400	4	1.000000
162.022800	4	2.000000
167.022700	4	3.000000
176.021700	4	0.000000
181.021600	4	3.000000
186.021300	4	2.000000
192.020800	4	0.000000
197.021000	4	0.000000
207.019800	4	0.000000
213.019600	4	0.000000
228.018500	4	0.000000
239.017700	4	0.000000
244.017500	4	0.000000
251.018400	4	1.000000
262.016300	4	0.000000
269.016600	4	0.000000
274.015600	4	0.000000
283.015000	4	0.000000
291.014500	4	3.000000
297.014000	4	0.000000
303.013700	4	3.000000
309.013300	4	0.000000
314.013700	4	0.000000
321.012600	4	3.000000
328.012100	4	0.000000
334.011800	4	3.000000
346.011100	4	0.000000
